IP,Subnet,UDP_Packet_Count,TCP_Packet_Count,ICMP_Packet_Count,Amplification_Factor,Attack_Type
184.105.242.170,different,102,1,1,1,DoS
192.168.126.4,same,10,18,4,1,Normal
129.132.223.40,different,72,0,2,26,DrDoS
192.168.93.99,same,9,16,4,1,Normal
192.168.216.253,same,11,18,8,1,Normal
20.185.13.206,different,286,230,44,8,APDoS
192.168.41.172,same,8,27,5,1,Normal
192.168.212.70,same,2,29,4,1,Normal
126.136.106.162,different,10,1,2,32,DrDoS
192.168.237.11,same,8,19,12,1,Normal
207.107.247.168,different,491,114,20,1,APDoS
224.152.166.33,different,334,9,1,1,DoS
11.140.68.242,different,326,2,9,1,DDoS
22.61.4.147,different,58,9,3,1,DoS
192.168.126.48,same,11,21,2,1,Normal
192.168.93.176,same,9,17,2,1,Normal
192.168.91.136,same,8,28,4,1,Normal
48.222.203.20,different,337,243,69,4,APDoS
192.168.76.35,same,9,19,3,1,Normal
192.168.37.125,same,11,21,5,1,Normal
43.7.240.78,different,910,4,3,1,DDoS
218.31.234.97,different,33,1,2,5,DrDoS
192.168.111.237,same,11,26,2,1,Normal
192.168.204.231,same,8,21,6,1,Normal
216.98.65.141,different,158,8,0,1,DoS
192.168.65.238,same,11,17,3,1,Normal
85.3.122.42,different,218,3,7,1,DDoS
185.66.10.173,different,145,327,20,6,APDoS
192.168.131.231,same,15,17,6,1,Normal
80.4.17.132,different,285,2,3,1,DoS
192.168.69.139,same,8,18,5,1,Normal
209.0.7.144,different,192,324,34,2,APDoS
217.30.195.196,different,293,0,4,1,DoS
192.168.163.104,same,11,17,6,1,Normal
192.168.159.217,same,7,14,3,1,Normal
192.168.172.44,same,15,14,3,1,Normal
192.168.220.45,same,9,18,5,1,Normal
192.168.225.163,same,9,17,5,1,Normal
192.168.106.3,same,13,19,3,1,Normal
192.168.115.148,same,6,24,9,1,Normal
192.168.109.152,same,6,21,5,1,Normal
71.168.47.79,different,778,2,7,1,DDoS
192.168.244.120,same,13,25,3,1,Normal
192.168.132.81,same,10,22,9,1,Normal
192.168.180.230,same,10,24,5,1,Normal
152.208.251.248,different,203,1,2,1,DoS
162.138.119.88,different,478,4,2,1,DoS
222.14.228.151,different,304,189,77,4,APDoS
192.168.104.206,same,13,19,4,1,Normal
244.43.115.238,different,218,8,3,1,DoS
192.168.158.241,same,10,28,5,1,Normal
192.168.135.54,same,9,23,4,1,Normal
192.168.198.88,same,10,22,6,1,Normal
192.168.85.180,same,7,20,10,1,Normal
192.168.72.239,same,7,22,6,1,Normal
192.168.12.68,same,13,20,4,1,Normal
192.168.216.183,same,6,18,11,1,Normal
192.168.52.247,same,14,20,7,1,Normal
33.96.35.93,different,327,1,0,1,DoS
192.168.215.22,same,10,15,6,1,Normal
192.168.77.123,same,12,19,3,1,Normal
192.168.96.126,same,6,17,4,1,Normal
192.168.189.38,same,5,20,9,1,Normal
192.168.3.247,same,15,24,4,1,Normal
192.168.161.168,same,12,19,10,1,Normal
192.168.88.113,same,12,19,0,1,Normal
197.185.39.221,different,130,8,2,1,DoS
192.168.43.5,same,5,23,5,1,Normal
35.200.167.240,different,558,1,8,1,DDoS
32.109.100.150,different,944,0,3,1,DDoS
208.223.251.21,different,422,2,3,1,DoS
192.168.201.180,same,12,26,8,1,Normal
192.168.23.86,same,9,23,6,1,Normal
192.168.131.226,same,21,17,9,1,Normal
192.168.78.90,same,5,18,6,1,Normal
192.168.132.25,same,12,17,5,1,Normal
245.239.136.61,different,105,182,35,7,APDoS
123.184.230.35,different,315,15,4,1,DDoS
144.200.119.221,different,63,2,0,28,DrDoS
192.168.158.74,same,15,21,9,1,Normal
192.168.166.126,same,12,7,3,1,Normal
229.125.152.162,different,327,435,60,6,APDoS
192.168.214.62,same,12,26,13,1,Normal
192.168.39.208,same,14,31,4,1,Normal
192.168.103.25,same,13,23,6,1,Normal
192.168.31.74,same,8,28,5,1,Normal
192.168.128.91,same,10,12,3,1,Normal
192.168.92.232,same,8,17,4,1,Normal
192.168.80.232,same,17,17,3,1,Normal
192.168.12.52,same,6,18,7,1,Normal
23.185.215.43,different,49,1,1,45,DrDoS
192.168.139.174,same,13,18,4,1,Normal
192.168.4.67,same,8,22,2,1,Normal
172.112.232.141,different,185,5,2,1,DoS
120.252.102.223,different,74,1,4,8,DrDoS
29.72.78.44,different,282,2,2,1,DoS
181.138.133.47,different,56,18,3,1,DDoS
192.168.183.251,same,13,25,4,1,Normal
192.168.148.51,same,12,20,6,1,Normal
192.168.169.39,same,15,12,5,1,Normal
105.53.107.216,different,68,0,4,36,DrDoS
192.168.221.238,same,10,23,5,1,Normal
192.168.1.7,same,21,22,6,1,Normal
86.60.136.51,different,11,4,0,15,DrDoS
192.168.223.85,same,11,23,10,1,Normal
206.112.159.167,different,276,232,64,3,APDoS
192.168.126.68,same,4,17,4,1,Normal
192.168.243.57,same,8,14,10,1,Normal
59.84.149.65,different,109,174,50,1,APDoS
70.172.185.241,different,388,6,4,1,DoS
192.168.208.209,same,9,19,9,1,Normal
192.168.155.223,same,6,22,4,1,Normal
192.168.123.60,same,7,21,4,1,Normal
192.168.117.2,same,10,19,7,1,Normal
207.135.17.29,different,351,2,3,1,DoS
192.168.136.138,same,10,20,6,1,Normal
139.27.241.185,different,124,0,7,1,DDoS
192.168.3.230,same,13,20,7,1,Normal
192.168.178.115,same,7,25,5,1,Normal
192.168.159.234,same,14,18,7,1,Normal
192.168.14.115,same,4,31,5,1,Normal
81.186.65.41,different,33,1,4,25,DrDoS
9.68.67.126,different,18,1,2,47,DrDoS
192.168.28.176,same,7,21,3,1,Normal
236.21.68.69,different,295,2,0,1,DoS
253.125.126.146,different,82,1,2,21,DrDoS
212.182.81.152,different,86,3,2,40,DrDoS
21.164.129.6,different,101,4,2,1,DoS
192.168.113.40,same,7,16,11,1,Normal
168.20.179.101,different,17,1,1,9,DrDoS
192.168.108.30,same,18,20,6,1,Normal
192.168.156.243,same,7,16,2,1,Normal
17.207.15.186,different,477,98,60,2,APDoS
192.168.185.174,same,10,17,4,1,Normal
192.168.229.134,same,13,18,3,1,Normal
192.168.74.17,same,7,20,4,1,Normal
192.168.96.149,same,8,26,7,1,Normal
192.168.184.14,same,8,10,4,1,Normal
21.94.62.231,different,51,4,0,47,DrDoS
161.107.32.49,different,645,8,7,1,DDoS
192.168.94.119,same,8,27,7,1,Normal
192.168.176.30,same,10,17,5,1,Normal
192.168.55.158,same,11,22,5,1,Normal
192.168.79.40,same,13,25,4,1,Normal
192.168.126.181,same,3,17,5,1,Normal
192.168.217.122,same,10,22,1,1,Normal
192.168.123.122,same,7,22,4,1,Normal
192.168.190.50,same,8,23,7,1,Normal
192.168.186.152,same,8,26,5,1,Normal
192.168.135.6,same,10,22,2,1,Normal
192.168.112.14,same,7,19,4,1,Normal
199.45.174.197,different,831,12,3,1,DDoS
50.64.76.64,different,72,19,6,1,DDoS
73.91.73.182,different,276,248,98,6,APDoS
4.180.243.129,different,15,1,2,22,DrDoS
192.168.52.161,same,12,17,2,1,Normal
192.168.70.94,same,13,23,7,1,Normal
37.27.136.35,different,673,15,2,1,DDoS
189.51.224.145,different,509,8,5,1,DDoS
192.168.190.124,same,12,20,3,1,Normal
192.168.236.81,same,14,16,5,1,Normal
192.168.230.160,same,11,17,7,1,Normal
192.168.95.168,same,10,35,5,1,Normal
47.217.88.19,different,276,446,98,5,APDoS
192.168.108.232,same,8,33,3,1,Normal
192.168.169.98,same,4,15,8,1,Normal
192.168.2.77,same,7,16,7,1,Normal
192.168.120.182,same,8,25,6,1,Normal
179.139.137.37,different,75,2,3,49,DrDoS
192.168.67.115,same,6,13,4,1,Normal
192.168.17.241,same,7,16,2,1,Normal
192.168.139.143,same,9,22,3,1,Normal
192.168.146.166,same,13,15,6,1,Normal
27.246.34.18,different,518,3,8,1,DDoS
192.168.176.139,same,12,16,2,1,Normal
192.168.177.36,same,9,16,7,1,Normal
2.250.110.146,different,78,3,1,11,DrDoS
19.185.111.211,different,482,478,37,2,APDoS
192.168.136.142,same,15,17,4,1,Normal
192.168.11.109,same,5,23,4,1,Normal
192.168.63.35,same,6,22,3,1,Normal
192.168.40.87,same,8,26,2,1,Normal
192.168.153.242,same,13,19,5,1,Normal
181.58.9.83,different,910,1,5,1,DDoS
199.35.135.83,different,315,0,4,1,DDoS
93.18.17.115,different,228,72,10,4,APDoS
10.122.198.49,different,361,139,25,7,APDoS
204.43.7.136,different,54,2,0,37,DrDoS
223.82.236.183,different,384,105,53,5,APDoS
192.168.38.130,same,5,19,3,1,Normal
192.168.58.11,same,15,21,5,1,Normal
74.20.96.206,different,82,1,4,26,DrDoS
41.234.4.44,different,25,3,3,39,DrDoS
192.168.89.26,same,8,14,3,1,Normal
192.168.253.138,same,12,21,3,1,Normal
192.168.53.23,same,9,17,1,1,Normal
192.168.103.178,same,10,19,6,1,Normal
70.203.206.111,different,948,3,4,1,DDoS
49.91.7.243,different,165,144,94,6,APDoS
192.168.78.177,same,10,21,3,1,Normal
109.115.184.200,different,104,278,51,4,APDoS
192.168.107.129,same,9,19,6,1,Normal
192.168.192.86,same,13,17,8,1,Normal
192.168.242.38,same,10,21,4,1,Normal
47.193.159.32,different,247,5,2,1,DoS
107.248.243.128,different,89,0,3,21,DrDoS
192.168.86.31,same,9,22,5,1,Normal
192.168.195.55,same,6,25,3,1,Normal
237.170.18.39,different,925,15,0,1,DDoS
141.73.209.164,different,247,7,3,1,DoS
192.168.246.253,same,19,18,4,1,Normal
192.168.102.247,same,8,20,5,1,Normal
44.8.159.90,different,398,9,2,1,DDoS
192.168.116.127,same,9,12,7,1,Normal
192.168.49.72,same,6,28,1,1,Normal
192.168.125.114,same,13,19,2,1,Normal
192.168.101.113,same,13,29,7,1,Normal
126.221.191.185,different,845,1,0,1,DDoS
124.147.141.151,different,76,2,4,39,DrDoS
19.14.216.1,different,336,4,3,1,DoS
174.85.49.20,different,666,14,4,1,DDoS
192.168.65.140,same,11,9,4,1,Normal
222.128.105.251,different,34,2,1,17,DrDoS
192.168.172.71,same,10,19,4,1,Normal
70.119.184.176,different,473,6,3,1,DDoS
192.168.0.23,same,7,19,4,1,Normal
240.135.4.209,different,136,1,4,1,DDoS
192.168.120.245,same,9,13,4,1,Normal
192.168.21.163,same,13,16,5,1,Normal
192.168.20.96,same,10,15,1,1,Normal
192.168.141.41,same,9,20,2,1,Normal
192.168.188.26,same,3,26,6,1,Normal
192.168.248.78,same,14,16,4,1,Normal
227.230.81.121,different,421,6,4,1,DoS
192.168.172.32,same,5,25,5,1,Normal
192.168.118.131,same,15,20,10,1,Normal
222.101.76.134,different,251,104,90,8,APDoS
192.168.80.244,same,13,26,4,1,Normal
2.218.128.178,different,45,0,0,39,DrDoS
192.168.163.121,same,7,15,4,1,Normal
192.168.101.219,same,7,20,7,1,Normal
192.168.146.64,same,10,21,6,1,Normal
192.168.199.107,same,9,15,5,1,Normal
9.194.245.100,different,101,2,1,1,DoS
192.168.171.75,same,11,22,3,1,Normal
192.168.248.196,same,9,24,5,1,Normal
192.168.138.172,same,6,21,6,1,Normal
192.168.33.46,same,6,19,4,1,Normal
192.168.41.90,same,10,20,4,1,Normal
192.168.142.250,same,8,25,4,1,Normal
224.174.9.251,different,33,1,3,47,DrDoS
234.53.252.231,different,348,3,3,1,DoS
192.168.168.222,same,12,24,0,1,Normal
192.168.154.29,same,7,29,6,1,Normal
200.226.47.54,different,302,152,45,6,APDoS
192.168.102.187,same,6,20,11,1,Normal
192.168.201.186,same,23,17,1,1,Normal
192.168.93.163,same,10,22,4,1,Normal
48.225.79.210,different,65,0,0,44,DrDoS
192.168.166.202,same,10,28,7,1,Normal
251.6.157.50,different,165,14,7,1,DDoS
192.168.4.70,same,4,21,5,1,Normal
192.168.186.38,same,5,22,4,1,Normal
174.34.238.41,different,235,232,14,5,APDoS
192.168.192.187,same,10,32,6,1,Normal
192.168.59.184,same,6,15,4,1,Normal
192.168.4.146,same,11,30,5,1,Normal
126.215.42.155,different,46,1,2,16,DrDoS
20.78.64.115,different,251,191,88,2,APDoS
192.168.216.223,same,12,21,10,1,Normal
192.168.46.102,same,11,22,3,1,Normal
190.85.97.186,different,326,342,14,6,APDoS
192.168.9.197,same,15,21,6,1,Normal
192.168.55.202,same,8,23,1,1,Normal
192.168.235.16,same,11,22,3,1,Normal
192.168.120.108,same,8,20,2,1,Normal
118.79.253.23,different,193,3,4,1,DDoS
137.239.212.186,different,498,6,4,1,DoS
97.182.109.210,different,49,3,3,17,DrDoS
192.168.79.233,same,10,27,6,1,Normal
192.168.8.182,same,8,27,8,1,Normal
192.168.41.220,same,12,18,4,1,Normal
192.168.63.154,same,5,13,6,1,Normal
192.168.169.76,same,11,14,5,1,Normal
238.62.61.222,different,462,9,4,1,DDoS
192.168.152.144,same,6,19,2,1,Normal
114.24.91.204,different,136,16,9,1,DDoS
192.168.164.210,same,13,16,7,1,Normal
192.168.176.43,same,10,16,8,1,Normal
192.168.120.85,same,9,29,10,1,Normal
192.168.154.160,same,6,15,9,1,Normal
192.168.12.1,same,16,19,9,1,Normal
192.168.159.130,same,11,29,6,1,Normal
192.168.128.130,same,9,26,8,1,Normal
192.168.65.187,same,13,19,5,1,Normal
45.48.201.247,different,111,216,86,5,APDoS
53.172.96.121,different,461,4,0,1,DoS
251.103.92.124,different,171,248,70,6,APDoS
192.168.29.92,same,7,17,2,1,Normal
192.168.47.252,same,13,17,4,1,Normal
192.168.237.130,same,9,20,1,1,Normal
131.124.60.124,different,810,9,1,1,DDoS
30.24.170.243,different,97,2,2,14,DrDoS
94.125.187.218,different,148,7,2,1,DoS
103.176.231.99,different,536,9,2,1,DDoS
192.168.249.207,same,15,18,4,1,Normal
192.168.0.125,same,7,20,11,1,Normal
172.78.92.238,different,283,226,74,4,APDoS
192.168.178.122,same,9,25,8,1,Normal
192.168.252.69,same,10,20,4,1,Normal
192.168.157.77,same,7,20,2,1,Normal
192.168.38.199,same,10,18,2,1,Normal
192.168.21.42,same,10,22,3,1,Normal
26.40.43.85,different,71,1,4,1,DoS
192.168.141.4,same,12,14,3,1,Normal
18.15.178.96,different,89,6,7,1,DDoS
192.168.53.172,same,13,17,4,1,Normal
99.239.104.217,different,35,0,2,23,DrDoS
235.31.129.18,different,333,6,4,1,DoS
192.168.91.153,same,13,17,5,1,Normal
192.168.108.145,same,11,24,7,1,Normal
192.168.160.143,same,7,19,5,1,Normal
192.168.1.242,same,4,22,4,1,Normal
192.168.72.209,same,10,19,9,1,Normal
81.188.150.148,different,37,4,1,11,DrDoS
192.168.238.212,same,18,22,7,1,Normal
107.197.217.212,different,238,384,29,5,APDoS
192.168.69.80,same,12,27,4,1,Normal
192.168.44.173,same,12,25,9,1,Normal
192.168.191.73,same,17,27,4,1,Normal
192.168.29.46,same,8,18,3,1,Normal
192.168.169.196,same,13,18,2,1,Normal
192.168.97.169,same,11,19,2,1,Normal
192.168.190.63,same,15,30,4,1,Normal
229.144.195.172,different,291,5,4,1,DDoS
192.168.219.147,same,10,15,3,1,Normal
192.168.1.47,same,6,18,3,1,Normal
192.168.168.157,same,16,24,4,1,Normal
64.130.214.115,different,172,3,4,1,DoS
192.168.166.108,same,17,15,4,1,Normal
192.168.169.143,same,16,22,2,1,Normal
88.187.138.207,different,45,4,1,7,DrDoS
115.61.203.248,different,63,9,2,1,DoS
192.168.208.246,same,10,22,4,1,Normal
192.168.120.192,same,11,23,7,1,Normal
192.179.59.169,different,60,309,23,1,APDoS
88.10.111.99,different,72,288,16,5,APDoS
192.168.171.131,same,9,10,5,1,Normal
192.168.34.154,same,14,16,4,1,Normal
143.29.103.74,different,21,0,0,40,DrDoS
88.229.20.106,different,337,299,72,2,APDoS
44.148.145.232,different,55,1,4,9,DrDoS
192.168.240.77,same,9,20,5,1,Normal
192.168.68.54,same,7,16,2,1,Normal
247.116.192.27,different,54,0,1,13,DrDoS
192.168.185.100,same,14,15,2,1,Normal
192.168.232.99,same,9,18,6,1,Normal
253.173.8.64,different,273,6,3,1,DoS
192.226.53.92,different,24,3,4,8,DrDoS
192.168.151.149,same,12,19,5,1,Normal
192.168.126.86,same,11,15,4,1,Normal
103.86.104.2,different,676,5,0,1,DDoS
192.168.239.98,same,9,30,1,1,Normal
138.102.238.101,different,345,419,29,6,APDoS
192.168.135.93,same,10,13,5,1,Normal
192.168.75.155,same,9,16,4,1,Normal
192.168.80.19,same,10,23,9,1,Normal
192.168.245.198,same,9,15,6,1,Normal
192.168.216.158,same,12,18,3,1,Normal
192.168.101.136,same,8,19,13,1,Normal
13.236.157.104,different,93,4,2,42,DrDoS
192.168.36.106,same,7,23,4,1,Normal
139.83.18.65,different,144,179,58,5,APDoS
219.38.244.49,different,180,9,0,1,DoS
244.244.143.186,different,84,2,0,1,DoS
192.168.60.108,same,7,18,5,1,Normal
202.209.71.135,different,418,5,8,1,DDoS
192.168.58.168,same,6,16,5,1,Normal
192.168.206.237,same,16,25,7,1,Normal
161.169.93.248,different,370,13,7,1,DDoS
192.168.137.32,same,14,25,7,1,Normal
192.168.157.4,same,6,21,6,1,Normal
192.168.87.243,same,3,16,5,1,Normal
192.168.101.58,same,8,19,5,1,Normal
211.135.139.43,different,65,1,0,23,DrDoS
216.112.219.183,different,309,11,6,1,DDoS
192.168.155.246,same,8,22,7,1,Normal
192.168.104.199,same,7,20,3,1,Normal
192.168.24.47,same,6,22,8,1,Normal
192.168.108.157,same,7,21,8,1,Normal
192.168.186.186,same,10,25,6,1,Normal
192.168.231.36,same,13,16,8,1,Normal
192.168.156.131,same,9,15,8,1,Normal
192.168.47.123,same,10,17,3,1,Normal
51.254.174.167,different,258,166,66,2,APDoS
192.168.34.248,same,10,15,7,1,Normal
150.235.94.168,different,37,4,0,15,DrDoS
192.168.88.13,same,13,15,6,1,Normal
192.168.57.89,same,8,22,6,1,Normal
192.168.112.53,same,11,18,6,1,Normal
192.168.114.194,same,7,19,2,1,Normal
192.168.125.249,same,16,28,5,1,Normal
192.168.125.238,same,9,23,4,1,Normal
167.85.140.45,different,28,2,4,28,DrDoS
192.168.47.163,same,8,17,8,1,Normal
49.196.144.149,different,23,2,0,48,DrDoS
192.168.80.184,same,9,19,4,1,Normal
192.168.184.147,same,10,10,6,1,Normal
60.153.217.230,different,711,9,6,1,DDoS
247.62.169.161,different,446,351,22,1,APDoS
192.168.7.218,same,18,15,6,1,Normal
116.233.6.115,different,903,0,4,1,DDoS
124.43.52.14,different,397,101,61,9,APDoS
192.168.222.100,same,10,22,8,1,Normal
57.0.10.158,different,137,1,0,1,DoS
110.71.110.208,different,338,0,1,1,DoS
108.3.214.179,different,716,0,0,1,DDoS
192.168.83.77,same,12,16,4,1,Normal
192.168.82.151,same,16,19,7,1,Normal
192.168.114.35,same,10,18,6,1,Normal
192.168.133.84,same,10,24,4,1,Normal
253.232.2.31,different,229,19,0,1,DDoS
66.14.192.149,different,80,2,1,46,DrDoS
61.59.141.120,different,294,4,0,1,DoS
192.168.201.95,same,11,9,4,1,Normal
185.193.18.113,different,11,2,0,13,DrDoS
134.10.26.200,different,990,11,8,1,DDoS
192.168.78.2,same,13,20,5,1,Normal
216.167.44.188,different,429,421,72,8,APDoS
192.168.17.185,same,5,16,7,1,Normal
192.168.139.35,same,10,17,4,1,Normal
241.224.152.110,different,96,6,3,1,DoS
192.168.100.195,same,8,18,3,1,Normal
144.207.166.134,different,415,7,3,1,DDoS
192.168.82.147,same,10,26,5,1,Normal
214.52.196.130,different,89,4,2,26,DrDoS
192.168.21.134,same,14,22,6,1,Normal
232.63.116.157,different,27,1,0,25,DrDoS
22.8.90.89,different,138,9,2,1,DoS
192.168.123.30,same,15,16,4,1,Normal
192.168.118.41,same,5,19,3,1,Normal
192.168.200.28,same,11,20,3,1,Normal
192.168.94.219,same,14,18,9,1,Normal
192.168.182.174,same,7,22,5,1,Normal
192.168.7.228,same,6,16,3,1,Normal
192.168.221.240,same,11,19,8,1,Normal
192.168.175.61,same,12,23,3,1,Normal
197.130.9.205,different,437,7,0,1,DoS
192.168.227.245,same,11,16,3,1,Normal
192.168.81.35,same,7,18,2,1,Normal
188.71.123.206,different,395,15,8,1,DDoS
57.137.31.79,different,428,9,3,1,DoS
192.168.188.77,same,10,17,9,1,Normal
71.139.241.170,different,147,16,2,1,DDoS
141.202.231.148,different,466,1,1,1,DDoS
7.136.105.154,different,179,310,75,4,APDoS
192.168.160.108,same,11,25,7,1,Normal
192.168.8.188,same,15,16,6,1,Normal
146.13.33.204,different,95,4,4,30,DrDoS
192.168.166.130,same,5,21,8,1,Normal
115.111.158.107,different,75,159,75,5,APDoS
192.168.0.224,same,6,18,3,1,Normal
182.126.146.95,different,19,4,4,21,DrDoS
133.148.252.118,different,48,3,4,27,DrDoS
192.168.171.194,same,11,22,9,1,Normal
192.168.94.34,same,8,18,2,1,Normal
44.24.94.241,different,257,421,24,3,APDoS
218.227.35.163,different,473,456,82,2,APDoS
246.81.127.80,different,238,1,1,1,DoS
192.168.161.221,same,11,16,4,1,Normal
192.168.180.124,same,8,17,8,1,Normal
21.96.89.138,different,91,8,2,1,DoS
192.168.57.127,same,11,19,4,1,Normal
235.42.96.98,different,421,453,19,3,APDoS
192.168.11.138,same,8,17,8,1,Normal
103.178.132.250,different,21,3,3,13,DrDoS
192.168.32.25,same,8,14,3,1,Normal
192.168.219.189,same,7,18,7,1,Normal
192.168.119.69,same,10,20,5,1,Normal
81.219.69.185,different,298,140,45,7,APDoS
202.76.40.32,different,191,305,42,9,APDoS
192.168.202.103,same,12,14,5,1,Normal
73.94.27.25,different,74,1,2,44,DrDoS
177.226.7.128,different,312,2,6,1,DDoS
229.98.81.61,different,92,1,3,34,DrDoS
225.67.136.17,different,348,6,7,1,DDoS
192.168.140.185,same,7,19,4,1,Normal
192.168.135.108,same,8,21,7,1,Normal
192.168.42.252,same,11,31,1,1,Normal
244.108.107.242,different,139,4,3,1,DoS
192.168.125.122,same,15,15,2,1,Normal
192.168.167.250,same,11,20,2,1,Normal
192.168.4.128,same,6,15,4,1,Normal
144.63.193.177,different,395,8,3,1,DoS
133.163.6.61,different,401,4,2,1,DoS
31.47.90.6,different,495,8,5,1,DDoS
192.168.138.19,same,10,23,7,1,Normal
115.35.209.60,different,487,4,0,1,DoS
192.168.247.111,same,8,20,5,1,Normal
192.168.240.1,same,6,14,4,1,Normal
192.168.165.5,same,10,25,7,1,Normal
192.168.234.117,same,9,17,6,1,Normal
192.168.108.142,same,8,23,7,1,Normal
151.79.74.150,different,42,0,4,42,DrDoS
192.168.204.85,same,10,23,5,1,Normal
181.43.15.94,different,328,464,37,2,APDoS
192.168.40.137,same,11,25,4,1,Normal
192.168.125.161,same,14,24,7,1,Normal
192.168.124.227,same,11,19,3,1,Normal
241.1.250.42,different,475,0,3,1,DoS
192.168.196.248,same,8,18,3,1,Normal
192.168.122.147,same,12,23,6,1,Normal
192.168.108.76,same,10,15,3,1,Normal
119.22.223.170,different,250,436,36,8,APDoS
192.168.129.134,same,17,14,7,1,Normal
192.168.236.252,same,7,20,4,1,Normal
105.246.93.207,different,219,3,2,1,DoS
192.168.193.54,same,15,14,8,1,Normal
192.168.168.67,same,12,25,3,1,Normal
35.205.67.105,different,704,11,8,1,DDoS
192.168.210.78,same,10,16,1,1,Normal
192.168.87.122,same,10,21,10,1,Normal
192.168.176.222,same,10,18,2,1,Normal
192.168.21.102,same,10,20,5,1,Normal
192.168.235.235,same,6,21,5,1,Normal
28.211.131.68,different,406,14,1,1,DDoS
192.168.98.171,same,12,20,2,1,Normal
214.139.214.38,different,11,3,4,16,DrDoS
9.206.31.235,different,122,185,37,8,APDoS
192.168.228.36,same,8,23,6,1,Normal
192.168.210.88,same,7,28,12,1,Normal
192.168.97.129,same,12,24,3,1,Normal
136.160.131.113,different,335,389,98,6,APDoS
206.50.141.34,different,218,6,1,1,DDoS
136.25.245.85,different,204,9,1,1,DoS
192.168.192.191,same,9,20,1,1,Normal
100.53.137.188,different,345,0,0,1,DoS
192.168.184.205,same,6,23,5,1,Normal
192.168.166.194,same,10,23,8,1,Normal
192.168.25.76,same,15,28,3,1,Normal
120.175.189.246,different,856,7,3,1,DDoS
192.168.197.226,same,9,18,3,1,Normal
227.146.139.90,different,69,2,3,15,DrDoS
73.83.26.247,different,619,4,9,1,DDoS
192.168.76.125,same,14,17,8,1,Normal
192.168.160.38,same,12,19,5,1,Normal
134.132.229.61,different,301,5,1,1,DoS
192.168.246.203,same,7,9,6,1,Normal
214.128.37.247,different,485,240,61,3,APDoS
13.218.16.246,different,291,19,5,1,DDoS
192.168.37.28,same,8,23,2,1,Normal
192.168.68.238,same,12,21,4,1,Normal
192.168.1.157,same,10,25,7,1,Normal
67.174.161.12,different,588,4,8,1,DDoS
192.168.246.250,same,10,23,3,1,Normal
2.200.42.115,different,428,0,2,1,DoS
130.100.240.186,different,242,159,21,7,APDoS
192.168.242.111,same,15,23,8,1,Normal
192.168.83.243,same,12,24,5,1,Normal
132.55.167.120,different,99,4,1,1,DoS
192.168.48.48,same,9,25,7,1,Normal
192.168.56.198,same,14,18,3,1,Normal
192.168.42.191,same,4,11,5,1,Normal
192.168.95.22,same,8,15,4,1,Normal
192.168.21.237,same,11,14,6,1,Normal
192.168.130.89,same,13,19,6,1,Normal
199.251.72.129,different,51,4,3,12,DrDoS
192.168.156.134,same,4,16,7,1,Normal
192.168.18.165,same,11,21,6,1,Normal
192.168.197.114,same,12,18,8,1,Normal
192.168.137.72,same,11,11,4,1,Normal
192.168.70.20,same,6,25,3,1,Normal
225.73.115.152,different,118,251,56,2,APDoS
192.168.32.92,same,11,20,7,1,Normal
133.118.67.52,different,485,4,3,1,DoS
192.168.69.36,same,11,26,1,1,Normal
203.113.164.56,different,391,7,4,1,DoS
243.143.1.143,different,218,0,1,1,DoS
192.168.65.118,same,6,12,3,1,Normal
192.168.99.131,same,8,17,4,1,Normal
192.168.156.197,same,13,25,4,1,Normal
130.7.113.63,different,68,0,3,14,DrDoS
190.204.212.97,different,328,498,49,5,APDoS
192.168.145.166,same,6,12,6,1,Normal
192.168.1.118,same,12,22,5,1,Normal
192.168.221.128,same,4,17,3,1,Normal
84.60.8.241,different,94,2,0,31,DrDoS
192.168.111.113,same,11,16,7,1,Normal
168.69.170.110,different,728,6,4,1,DDoS
192.168.158.106,same,12,20,4,1,Normal
192.168.235.112,same,13,22,3,1,Normal
192.168.122.231,same,11,20,3,1,Normal
192.168.17.194,same,14,22,3,1,Normal
192.168.249.173,same,12,20,7,1,Normal
82.218.80.202,different,636,14,7,1,DDoS
192.168.207.151,same,13,16,6,1,Normal
192.168.150.5,same,10,20,10,1,Normal
247.126.232.123,different,448,0,2,1,DDoS
214.57.227.146,different,195,19,8,1,DDoS
119.60.18.52,different,872,14,4,1,DDoS
162.71.24.91,different,124,113,91,1,APDoS
192.168.16.241,same,8,18,1,1,Normal
9.199.188.78,different,63,0,3,15,DrDoS
192.168.162.75,same,10,19,5,1,Normal
192.168.201.227,same,8,20,10,1,Normal
76.106.249.223,different,109,7,1,1,DoS
157.238.119.167,different,104,9,2,1,DoS
245.29.48.170,different,124,13,3,1,DDoS
192.168.171.103,same,10,15,3,1,Normal
146.157.127.142,different,105,8,1,1,DoS
192.168.179.91,same,10,15,2,1,Normal
192.168.93.76,same,7,23,2,1,Normal
138.4.89.172,different,28,4,0,38,DrDoS
207.39.207.115,different,815,17,0,1,DDoS
192.168.202.164,same,17,25,8,1,Normal
232.133.19.212,different,73,140,76,8,APDoS
192.168.152.220,same,15,18,10,1,Normal
34.229.5.177,different,193,6,3,1,DoS
192.168.138.47,same,9,15,3,1,Normal
192.168.26.209,same,7,19,3,1,Normal
99.142.123.230,different,568,5,1,1,DDoS
160.156.225.65,different,192,443,19,5,APDoS
